Chewbotcca/IRC,https://github.com/Chewbotcca/IRC.git,Chewbotcca,IRC
SUPERCILEX/Robot-Scouter,https://github.com/SUPERCILEX/Robot-Scouter.git,SUPERCILEX,Robot-Scouter
SUSE/Portus,https://github.com/SUSE/Portus.git,SUSE,Portus
mikey-harper/mikey-harper.github.io,https://github.com/mikey-harper/mikey-harper.github.io.git,mikey-harper,mikey-harper.github.io
jgrocha/QGIS,https://github.com/jgrocha/QGIS.git,jgrocha,QGIS
simongdavies/azure-quickstart-templates,https://github.com/simongdavies/azure-quickstart-templates.git,simongdavies,azure-quickstart-templates
Pr0Ger/PyAPNs2,https://github.com/Pr0Ger/PyAPNs2.git,Pr0Ger,PyAPNs2
fireblock/go-ethereum,https://github.com/fireblock/go-ethereum.git,fireblock,go-ethereum
unitejs/engine,https://github.com/unitejs/engine.git,unitejs,engine
tjschuck/rails,https://github.com/tjschuck/rails.git,tjschuck,rails
CocoaPods/cocoadocs.org,https://github.com/CocoaPods/cocoadocs.org.git,CocoaPods,cocoadocs.org
Envek/rails,https://github.com/Envek/rails.git,Envek,rails
michel-kraemer/gradle-download-task,https://github.com/michel-kraemer/gradle-download-task.git,michel-kraemer,gradle-download-task
jef-n/QGIS,https://github.com/jef-n/QGIS.git,jef-n,QGIS
Edouard-chin/rails,https://github.com/Edouard-chin/rails.git,Edouard-chin,rails
Vasfed/rails,https://github.com/Vasfed/rails.git,Vasfed,rails
rails/rails,https://github.com/rails/rails.git,rails,rails
blazek/QGIS,https://github.com/blazek/QGIS.git,blazek,QGIS
eGust/epub-reader,https://github.com/eGust/epub-reader.git,eGust,epub-reader
r39132/airflow,https://github.com/r39132/airflow.git,r39132,airflow
ykuijs/xSharePoint,https://github.com/ykuijs/xSharePoint.git,ykuijs,xSharePoint
Automattic/wp-calypso,https://github.com/Automattic/wp-calypso.git,Automattic,wp-calypso
tomkralidis/QGIS,https://github.com/tomkralidis/QGIS.git,tomkralidis,QGIS
micro-a5k/microg-unofficial-installer,https://github.com/micro-a5k/microg-unofficial-installer.git,micro-a5k,microg-unofficial-installer
tejasbubane/xecmascript,https://github.com/tejasbubane/xecmascript.git,tejasbubane,xecmascript
Gustry/QGIS,https://github.com/Gustry/QGIS.git,Gustry,QGIS
Linuxbrew/brew,https://github.com/Linuxbrew/brew.git,Linuxbrew,brew
physycom/QGIS,https://github.com/physycom/QGIS.git,physycom,QGIS
idehub/react-native-billing,https://github.com/idehub/react-native-billing.git,idehub,react-native-billing
wind0r/betaflight,https://github.com/wind0r/betaflight.git,wind0r,betaflight
NaturalGIS/naturalgis_qgis,https://github.com/NaturalGIS/naturalgis_qgis.git,NaturalGIS,naturalgis_qgis
snahor/xsml,https://github.com/snahor/xsml.git,snahor,xsml
muan/hello-world,https://github.com/muan/hello-world.git,muan,hello-world
ToroCraft/ToroQuest,https://github.com/ToroCraft/ToroQuest.git,ToroCraft,ToroQuest
cbauerme/sequelize,https://github.com/cbauerme/sequelize.git,cbauerme,sequelize
facebook/fresco,https://github.com/facebook/fresco.git,facebook,fresco
rldhont/Quantum-GIS,https://github.com/rldhont/Quantum-GIS.git,rldhont,Quantum-GIS
ToroCraft/NemesisSystem,https://github.com/ToroCraft/NemesisSystem.git,ToroCraft,NemesisSystem
obiba/opal,https://github.com/obiba/opal.git,obiba,opal
Belval/pdf2image,https://github.com/Belval/pdf2image.git,Belval,pdf2image
fanglingsu/vimb,https://github.com/fanglingsu/vimb.git,fanglingsu,vimb
kevinrenaers/atom,https://github.com/kevinrenaers/atom.git,kevinrenaers,atom
esparta/rails,https://github.com/esparta/rails.git,esparta,rails
avto-dev/static-references-laravel,https://github.com/avto-dev/static-references-laravel.git,avto-dev,static-references-laravel
Homebrew/homebrew-core,https://github.com/Homebrew/homebrew-core.git,Homebrew,homebrew-core
hali9/inav,https://github.com/hali9/inav.git,hali9,inav
Fokko/incubator-airflow,https://github.com/Fokko/incubator-airflow.git,Fokko,incubator-airflow
DieHertz/betaflight,https://github.com/DieHertz/betaflight.git,DieHertz,betaflight
kywk/hexi,https://github.com/kywk/hexi.git,kywk,hexi
Pipeoverflow/website,https://github.com/Pipeoverflow/website.git,Pipeoverflow,website
palantir/gradle-baseline,https://github.com/palantir/gradle-baseline.git,palantir,gradle-baseline
Jasig/cas,https://github.com/Jasig/cas.git,Jasig,cas
hasuniea/carbon-device-mgt,https://github.com/hasuniea/carbon-device-mgt.git,hasuniea,carbon-device-mgt
travis-ci/dpl,https://github.com/travis-ci/dpl.git,travis-ci,dpl
myntra/react-native,https://github.com/myntra/react-native.git,myntra,react-native
timgrossmann/InstaPy,https://github.com/timgrossmann/InstaPy.git,timgrossmann,InstaPy
PowerShell/xSmbShare,https://github.com/PowerShell/xSmbShare.git,PowerShell,xSmbShare
donovanwatts/donovanwatts.github.io,https://github.com/donovanwatts/donovanwatts.github.io.git,donovanwatts,donovanwatts.github.io
exercism/xjavascript,https://github.com/exercism/xjavascript.git,exercism,xjavascript
sikmir/QGIS,https://github.com/sikmir/QGIS.git,sikmir,QGIS
CHEF-KOCH/regtweaks,https://github.com/CHEF-KOCH/regtweaks.git,CHEF-KOCH,regtweaks
chentsulin/electron-react-boilerplate,https://github.com/chentsulin/electron-react-boilerplate.git,chentsulin,electron-react-boilerplate
ttanimichi/rails,https://github.com/ttanimichi/rails.git,ttanimichi,rails
CartoDB/cartodb,https://github.com/CartoDB/cartodb.git,CartoDB,cartodb
njleonzhang/vue-data-tables,https://github.com/njleonzhang/vue-data-tables.git,njleonzhang,vue-data-tables
ssbc/ssb-ref,https://github.com/ssbc/ssb-ref.git,ssbc,ssb-ref
EmergingTechnologyAdvisors/node-serialport,https://github.com/EmergingTechnologyAdvisors/node-serialport.git,EmergingTechnologyAdvisors,node-serialport
StarExec/code-prettify,https://github.com/StarExec/code-prettify.git,StarExec,code-prettify
feross/webtorrent-desktop,https://github.com/feross/webtorrent-desktop.git,feross,webtorrent-desktop
ledestin/rails,https://github.com/ledestin/rails.git,ledestin,rails
jevakallio/react-native,https://github.com/jevakallio/react-native.git,jevakallio,react-native
Glavin001/atom-beautify,https://github.com/Glavin001/atom-beautify.git,Glavin001,atom-beautify
yoshuawuyts/bankai,https://github.com/yoshuawuyts/bankai.git,yoshuawuyts,bankai
4712betaflight/betaflight,https://github.com/4712betaflight/betaflight.git,4712betaflight,betaflight
mwarkentin/django-watchman,https://github.com/mwarkentin/django-watchman.git,mwarkentin,django-watchman
chrisohaver/coredns,https://github.com/chrisohaver/coredns.git,chrisohaver,coredns
dsXLII/homebrew-core,https://github.com/dsXLII/homebrew-core.git,dsXLII,homebrew-core
firefly-iii/firefly-iii,https://github.com/firefly-iii/firefly-iii.git,firefly-iii,firefly-iii
mbcoguno/homebrew-core,https://github.com/mbcoguno/homebrew-core.git,mbcoguno,homebrew-core
avtocod/b2b-api-php-laravel,https://github.com/avtocod/b2b-api-php-laravel.git,avtocod,b2b-api-php-laravel
typo3-themes/themes_showcase,https://github.com/typo3-themes/themes_showcase.git,typo3-themes,themes_showcase
BrainFPV/betaflight,https://github.com/BrainFPV/betaflight.git,BrainFPV,betaflight
yongtang/coredns,https://github.com/yongtang/coredns.git,yongtang,coredns
zoisom/tldr,https://github.com/zoisom/tldr.git,zoisom,tldr
PowerShell/xFailOverCluster,https://github.com/PowerShell/xFailOverCluster.git,PowerShell,xFailOverCluster
mathieujobin/reduced-rails-for-travis,https://github.com/mathieujobin/reduced-rails-for-travis.git,mathieujobin,reduced-rails-for-travis
milanperera/carbon-device-mgt-plugins,https://github.com/milanperera/carbon-device-mgt-plugins.git,milanperera,carbon-device-mgt-plugins
riga/luigi,https://github.com/riga/luigi.git,riga,luigi
zeroSteiner/king-phisher,https://github.com/zeroSteiner/king-phisher.git,zeroSteiner,king-phisher
fmv1992/python-mode,https://github.com/fmv1992/python-mode.git,fmv1992,python-mode
slashdoom/librenms,https://github.com/slashdoom/librenms.git,slashdoom,librenms
drazisil/dashboard-zero,https://github.com/drazisil/dashboard-zero.git,drazisil,dashboard-zero
martin227/martin227.github.io,https://github.com/martin227/martin227.github.io.git,martin227,martin227.github.io
klamping/webdriverio,https://github.com/klamping/webdriverio.git,klamping,webdriverio
ethereum/go-ethereum,https://github.com/ethereum/go-ethereum.git,ethereum,go-ethereum
GeoDienstenCentrum/sass-maven-plugin,https://github.com/GeoDienstenCentrum/sass-maven-plugin.git,GeoDienstenCentrum,sass-maven-plugin
pamil/Sylius,https://github.com/pamil/Sylius.git,pamil,Sylius
openrazer/openrazer,https://github.com/openrazer/openrazer.git,openrazer,openrazer
CHEF-KOCH/CryptoNews,https://github.com/CHEF-KOCH/CryptoNews.git,CHEF-KOCH,CryptoNews
PlagueHO/FSRMDsc,https://github.com/PlagueHO/FSRMDsc.git,PlagueHO,FSRMDsc
nspragg/filehound,https://github.com/nspragg/filehound.git,nspragg,filehound
Laravel-Backpack/Generators,https://github.com/Laravel-Backpack/Generators.git,Laravel-Backpack,Generators
gpu0/gpu0.github.io,https://github.com/gpu0/gpu0.github.io.git,gpu0,gpu0.github.io
robotechredmond/azure-quickstart-templates,https://github.com/robotechredmond/azure-quickstart-templates.git,robotechredmond,azure-quickstart-templates
zooniverse/Panoptes,https://github.com/zooniverse/Panoptes.git,zooniverse,Panoptes
Laravel-Backpack/permissionmanager,https://github.com/Laravel-Backpack/permissionmanager.git,Laravel-Backpack,permissionmanager
paoloambrosio/cucumber-jvm,https://github.com/paoloambrosio/cucumber-jvm.git,paoloambrosio,cucumber-jvm
sverweij/dependency-cruiser,https://github.com/sverweij/dependency-cruiser.git,sverweij,dependency-cruiser
parksw3/parksw3.github.io,https://github.com/parksw3/parksw3.github.io.git,parksw3,parksw3.github.io
ezecosystem/Sylius,https://github.com/ezecosystem/Sylius.git,ezecosystem,Sylius
askmike/gekko,https://github.com/askmike/gekko.git,askmike,gekko
pholleran-org/probot,https://github.com/pholleran-org/probot.git,pholleran-org,probot
bogdanvlviv/rails,https://github.com/bogdanvlviv/rails.git,bogdanvlviv,rails
phingofficial/phing,https://github.com/phingofficial/phing.git,phingofficial,phing
mgrimes/brew,https://github.com/mgrimes/brew.git,mgrimes,brew
ssbc/patchwork,https://github.com/ssbc/patchwork.git,ssbc,patchwork
si618/betaflight,https://github.com/si618/betaflight.git,si618,betaflight
mikesplain/openvas-docker,https://github.com/mikesplain/openvas-docker.git,mikesplain,openvas-docker
KeyboardNerd/clair,https://github.com/KeyboardNerd/clair.git,KeyboardNerd,clair
jimmidyson/minishift,https://github.com/jimmidyson/minishift.git,jimmidyson,minishift
amar-laksh/brew_sudo,https://github.com/amar-laksh/brew_sudo.git,amar-laksh,brew_sudo
Screenly/screenly-ose,https://github.com/Screenly/screenly-ose.git,Screenly,screenly-ose
gorilla/schema,https://github.com/gorilla/schema.git,gorilla,schema
jsbin/jsbin,https://github.com/jsbin/jsbin.git,jsbin,jsbin
s0ph1e/node-css-url-parser,https://github.com/s0ph1e/node-css-url-parser.git,s0ph1e,node-css-url-parser
GoogleCloudPlatform/professional-services,https://github.com/GoogleCloudPlatform/professional-services.git,GoogleCloudPlatform,professional-services
DPUkyle/cucumber-jvm,https://github.com/DPUkyle/cucumber-jvm.git,DPUkyle,cucumber-jvm
Somoaudience/Prebid.js,https://github.com/Somoaudience/Prebid.js.git,Somoaudience,Prebid.js
JamesShaeffer/QGIS,https://github.com/JamesShaeffer/QGIS.git,JamesShaeffer,QGIS
EricFromCanada/brew,https://github.com/EricFromCanada/brew.git,EricFromCanada,brew
bfontaine/homebrew-command-not-found,https://github.com/bfontaine/homebrew-command-not-found.git,bfontaine,homebrew-command-not-found
McJty/RFTools,https://github.com/McJty/RFTools.git,McJty,RFTools
gorkalaucirica/Sylius,https://github.com/gorkalaucirica/Sylius.git,gorkalaucirica,Sylius
AvyanConsultingCorp/azure-quickstart-templates,https://github.com/AvyanConsultingCorp/azure-quickstart-templates.git,AvyanConsultingCorp,azure-quickstart-templates
Rosiak/librenms,https://github.com/Rosiak/librenms.git,Rosiak,librenms
majorleaguesoccer/sequelize,https://github.com/majorleaguesoccer/sequelize.git,majorleaguesoccer,sequelize
phusion/homebrew-core,https://github.com/phusion/homebrew-core.git,phusion,homebrew-core
ESS-LLP/frappe,https://github.com/ESS-LLP/frappe.git,ESS-LLP,frappe
ruwany/carbon-device-mgt-plugins,https://github.com/ruwany/carbon-device-mgt-plugins.git,ruwany,carbon-device-mgt-plugins
kobiso/kobiso.github.io,https://github.com/kobiso/kobiso.github.io.git,kobiso,kobiso.github.io
ssbc/nicedate,https://github.com/ssbc/nicedate.git,ssbc,nicedate
georgeluong/georgeluong.github.io,https://github.com/georgeluong/georgeluong.github.io.git,georgeluong,georgeluong.github.io
jzaefferer/jquery-validation,https://github.com/jzaefferer/jquery-validation.git,jzaefferer,jquery-validation
mfariacastro/mfariacastro.github.io,https://github.com/mfariacastro/mfariacastro.github.io.git,mfariacastro,mfariacastro.github.io
PlagueHO/xNetworking,https://github.com/PlagueHO/xNetworking.git,PlagueHO,xNetworking
kesha-antonov/react-native,https://github.com/kesha-antonov/react-native.git,kesha-antonov,react-native
yhirano55/rails,https://github.com/yhirano55/rails.git,yhirano55,rails
niosus/EasyClangComplete,https://github.com/niosus/EasyClangComplete.git,niosus,EasyClangComplete
igwejk/mocha,https://github.com/igwejk/mocha.git,igwejk,mocha
denzelsN/pinpoint,https://github.com/denzelsN/pinpoint.git,denzelsN,pinpoint
storybooks/storybook,https://github.com/storybooks/storybook.git,storybooks,storybook
Floato/electron,https://github.com/Floato/electron.git,Floato,electron
LinioIT/common,https://github.com/LinioIT/common.git,LinioIT,common
PlagueHO/xComputerManagement,https://github.com/PlagueHO/xComputerManagement.git,PlagueHO,xComputerManagement
edporras/homebrew-core,https://github.com/edporras/homebrew-core.git,edporras,homebrew-core
geethkokila/carbon-device-mgt,https://github.com/geethkokila/carbon-device-mgt.git,geethkokila,carbon-device-mgt
PowerShell/xSCSMA,https://github.com/PowerShell/xSCSMA.git,PowerShell,xSCSMA
mainio/decidim,https://github.com/mainio/decidim.git,mainio,decidim
meek0/mica2,https://github.com/meek0/mica2.git,meek0,mica2
CraZySacX/atom,https://github.com/CraZySacX/atom.git,CraZySacX,atom
PowerShell/xSystemSecurity,https://github.com/PowerShell/xSystemSecurity.git,PowerShell,xSystemSecurity
coliff/bootstrap-ie8,https://github.com/coliff/bootstrap-ie8.git,coliff,bootstrap-ie8
jshjohnson/Choices,https://github.com/jshjohnson/Choices.git,jshjohnson,Choices
typo3-themes/theme_bootstrap_appstrap,https://github.com/typo3-themes/theme_bootstrap_appstrap.git,typo3-themes,theme_bootstrap_appstrap
feathersjs/feathers-rx,https://github.com/feathersjs/feathers-rx.git,feathersjs,feathers-rx
kunickiaj/homebrew-core,https://github.com/kunickiaj/homebrew-core.git,kunickiaj,homebrew-core
andreipitis/ASPVideoPlayer,https://github.com/andreipitis/ASPVideoPlayer.git,andreipitis,ASPVideoPlayer
videni/Sylius,https://github.com/videni/Sylius.git,videni,Sylius
DemonWav/IntelliJBukkitSupport,https://github.com/DemonWav/IntelliJBukkitSupport.git,DemonWav,IntelliJBukkitSupport
MCKLMT/azure-quickstart-templates,https://github.com/MCKLMT/azure-quickstart-templates.git,MCKLMT,azure-quickstart-templates
aknuds1/bankai,https://github.com/aknuds1/bankai.git,aknuds1,bankai
getantibody/antibody,https://github.com/getantibody/antibody.git,getantibody,antibody
stgraber/homebrew-core,https://github.com/stgraber/homebrew-core.git,stgraber,homebrew-core
athaynes/AuditPolicyDsc,https://github.com/athaynes/AuditPolicyDsc.git,athaynes,AuditPolicyDsc
gocraft/dbr,https://github.com/gocraft/dbr.git,gocraft,dbr
dragosprotung/Sylius,https://github.com/dragosprotung/Sylius.git,dragosprotung,Sylius
jekyll-fr/jekyll-fr.github.io,https://github.com/jekyll-fr/jekyll-fr.github.io.git,jekyll-fr,jekyll-fr.github.io
mattstratton/bowie,https://github.com/mattstratton/bowie.git,mattstratton,bowie
PowerShell/xActiveDirectory,https://github.com/PowerShell/xActiveDirectory.git,PowerShell,xActiveDirectory
bpasero/electron,https://github.com/bpasero/electron.git,bpasero,electron
PowerShell/xExchange,https://github.com/PowerShell/xExchange.git,PowerShell,xExchange
jdubois/homebrew-core,https://github.com/jdubois/homebrew-core.git,jdubois,homebrew-core
mahori/homebrew-core,https://github.com/mahori/homebrew-core.git,mahori,homebrew-core
AlienFlightINAV/inav,https://github.com/AlienFlightINAV/inav.git,AlienFlightINAV,inav
kamipo/rails,https://github.com/kamipo/rails.git,kamipo,rails
Alexsey/sequelize,https://github.com/Alexsey/sequelize.git,Alexsey,sequelize
lbartoletti/QGIS,https://github.com/lbartoletti/QGIS.git,lbartoletti,QGIS
Brille24/Sylius,https://github.com/Brille24/Sylius.git,Brille24,Sylius
DataDog/integrations-extras,https://github.com/DataDog/integrations-extras.git,DataDog,integrations-extras
LanikSJ/awscli-aliases,https://github.com/LanikSJ/awscli-aliases.git,LanikSJ,awscli-aliases
eruizdechavez/grunt-string-replace,https://github.com/eruizdechavez/grunt-string-replace.git,eruizdechavez,grunt-string-replace
spotify/docker-gc,https://github.com/spotify/docker-gc.git,spotify,docker-gc
McJty/compatlayer,https://github.com/McJty/compatlayer.git,McJty,compatlayer
cleanflight/cleanflight,https://github.com/cleanflight/cleanflight.git,cleanflight,cleanflight
moonlight-stream/moonlight-ios,https://github.com/moonlight-stream/moonlight-ios.git,moonlight-stream,moonlight-ios
ethersphere/go-ethereum,https://github.com/ethersphere/go-ethereum.git,ethersphere,go-ethereum
yacir/YBSlantedCollectionViewLayout,https://github.com/yacir/YBSlantedCollectionViewLayout.git,yacir,YBSlantedCollectionViewLayout
Tatermen/librenms,https://github.com/Tatermen/librenms.git,Tatermen,librenms
rasika90/product-iot-server,https://github.com/rasika90/product-iot-server.git,rasika90,product-iot-server
localheinz/test-util,https://github.com/localheinz/test-util.git,localheinz,test-util
VdustR/vue-material,https://github.com/VdustR/vue-material.git,VdustR,vue-material
andrewleverette/atom,https://github.com/andrewleverette/atom.git,andrewleverette,atom
leothehuman/cleanflight,https://github.com/leothehuman/cleanflight.git,leothehuman,cleanflight
hypothesis/via,https://github.com/hypothesis/via.git,hypothesis,via
PowerShell/xAdcsDeployment,https://github.com/PowerShell/xAdcsDeployment.git,PowerShell,xAdcsDeployment
toastdriven/pysolr,https://github.com/toastdriven/pysolr.git,toastdriven,pysolr
starknx/rails,https://github.com/starknx/rails.git,starknx,rails
GawainLynch/bolt,https://github.com/GawainLynch/bolt.git,GawainLynch,bolt
McJty/DeepResonance,https://github.com/McJty/DeepResonance.git,McJty,DeepResonance
fcrespo82/atom-markdown-table-formatter,https://github.com/fcrespo82/atom-markdown-table-formatter.git,fcrespo82,atom-markdown-table-formatter
Arcanemagus/atom,https://github.com/Arcanemagus/atom.git,Arcanemagus,atom
geogolem/Radarr,https://github.com/geogolem/Radarr.git,geogolem,Radarr
ubuntu/conjure-up,https://github.com/ubuntu/conjure-up.git,ubuntu,conjure-up
j-bennet/homebrew-core,https://github.com/j-bennet/homebrew-core.git,j-bennet,homebrew-core
FTBZ/librenms,https://github.com/FTBZ/librenms.git,FTBZ,librenms
lildude/phpZenfolio,https://github.com/lildude/phpZenfolio.git,lildude,phpZenfolio
DomT4/homebrew-core,https://github.com/DomT4/homebrew-core.git,DomT4,homebrew-core
react-native-sensors/react-native-sensors,https://github.com/react-native-sensors/react-native-sensors.git,react-native-sensors,react-native-sensors
mvitz/homebrew-core,https://github.com/mvitz/homebrew-core.git,mvitz,homebrew-core
rpottsoh/xpascal,https://github.com/rpottsoh/xpascal.git,rpottsoh,xpascal
pchaigno/licensee,https://github.com/pchaigno/licensee.git,pchaigno,licensee
nelson6e65/php_nml,https://github.com/nelson6e65/php_nml.git,nelson6e65,php_nml
pmviva/mention_system,https://github.com/pmviva/mention_system.git,pmviva,mention_system
vcidst/vcidst.github.io,https://github.com/vcidst/vcidst.github.io.git,vcidst,vcidst.github.io
amyrebecca/Panoptes-Front-End,https://github.com/amyrebecca/Panoptes-Front-End.git,amyrebecca,Panoptes-Front-End
jrajahalme/envoy,https://github.com/jrajahalme/envoy.git,jrajahalme,envoy
michel-kraemer/bson4jackson,https://github.com/michel-kraemer/bson4jackson.git,michel-kraemer,bson4jackson
Adikteev/Prebid.js,https://github.com/Adikteev/Prebid.js.git,Adikteev,Prebid.js
konqui/brew,https://github.com/konqui/brew.git,konqui,brew
LIISim/liisim.github.io,https://github.com/LIISim/liisim.github.io.git,LIISim,liisim.github.io
blacktop/go-malice,https://github.com/blacktop/go-malice.git,blacktop,go-malice
gorilla/csrf,https://github.com/gorilla/csrf.git,gorilla,csrf
browniebroke/django-tinymce4-widget,https://github.com/browniebroke/django-tinymce4-widget.git,browniebroke,django-tinymce4-widget
cesarferreira/drone,https://github.com/cesarferreira/drone.git,cesarferreira,drone
ShreyasSinha/phpmyadmin,https://github.com/ShreyasSinha/phpmyadmin.git,ShreyasSinha,phpmyadmin
instagrambot/instabot,https://github.com/instagrambot/instabot.git,instagrambot,instabot
rimusz/helm-charts,https://github.com/rimusz/helm-charts.git,rimusz,helm-charts
betesh/rails,https://github.com/betesh/rails.git,betesh,rails
rafaelfranca/omg-rails,https://github.com/rafaelfranca/omg-rails.git,rafaelfranca,omg-rails
tkerola/chainer,https://github.com/tkerola/chainer.git,tkerola,chainer
Jasig/inspektr,https://github.com/Jasig/inspektr.git,Jasig,inspektr
bazzite/nativescript-vibrate,https://github.com/bazzite/nativescript-vibrate.git,bazzite,nativescript-vibrate
gorilla/handlers,https://github.com/gorilla/handlers.git,gorilla,handlers
ssbc/examples,https://github.com/ssbc/examples.git,ssbc,examples
mingaldrichgan/gatsby,https://github.com/mingaldrichgan/gatsby.git,mingaldrichgan,gatsby
AlienWiiBF/betaflight,https://github.com/AlienWiiBF/betaflight.git,AlienWiiBF,betaflight
auth0-extensions/auth0-source-control-extension-tools,https://github.com/auth0-extensions/auth0-source-control-extension-tools.git,auth0-extensions,auth0-source-control-extension-tools
feathersjs/feathers-memory,https://github.com/feathersjs/feathers-memory.git,feathersjs,feathers-memory
ESS-LLP/erpnext,https://github.com/ESS-LLP/erpnext.git,ESS-LLP,erpnext
anish/buildbot,https://github.com/anish/buildbot.git,anish,buildbot
anarchicknight/nativescript-vibrate,https://github.com/anarchicknight/nativescript-vibrate.git,anarchicknight,nativescript-vibrate
AirLoft/minimal-mistakes,https://github.com/AirLoft/minimal-mistakes.git,AirLoft,minimal-mistakes
iamxiaoma/Framework7,https://github.com/iamxiaoma/Framework7.git,iamxiaoma,Framework7
jainishshah17/charts,https://github.com/jainishshah17/charts.git,jainishshah17,charts
goern/mattermost-openshift,https://github.com/goern/mattermost-openshift.git,goern,mattermost-openshift
ScriptonBasestar-Lib/sb-tool-jvm,https://github.com/ScriptonBasestar-Lib/sb-tool-jvm.git,ScriptonBasestar-Lib,sb-tool-jvm
SilentChaos512/SilentGems,https://github.com/SilentChaos512/SilentGems.git,SilentChaos512,SilentGems
SoneeJohn/WWDC,https://github.com/SoneeJohn/WWDC.git,SoneeJohn,WWDC
covers1624/MinecraftForge,https://github.com/covers1624/MinecraftForge.git,covers1624,MinecraftForge
atom/atom,https://github.com/atom/atom.git,atom,atom
SilentChaos512/ScalingHealth,https://github.com/SilentChaos512/ScalingHealth.git,SilentChaos512,ScalingHealth
exponentjs/react-native,https://github.com/exponentjs/react-native.git,exponentjs,react-native
klen/python-mode,https://github.com/klen/python-mode.git,klen,python-mode
stevenschobert/instafeed.js,https://github.com/stevenschobert/instafeed.js.git,stevenschobert,instafeed.js
adityahase/frappe,https://github.com/adityahase/frappe.git,adityahase,frappe
the-Hull/page,https://github.com/the-Hull/page.git,the-Hull,page
IntellectualCrafters/PlotSquared,https://github.com/IntellectualCrafters/PlotSquared.git,IntellectualCrafters,PlotSquared
ssbc/marked,https://github.com/ssbc/marked.git,ssbc,marked
PlagueHO/xAdcsDeployment,https://github.com/PlagueHO/xAdcsDeployment.git,PlagueHO,xAdcsDeployment
feathersjs/feathers-rethinkdb,https://github.com/feathersjs/feathers-rethinkdb.git,feathersjs,feathers-rethinkdb
vincentriemer/io-808,https://github.com/vincentriemer/io-808.git,vincentriemer,io-808
palxex/brew,https://github.com/palxex/brew.git,palxex,brew
ssbc/patchbay,https://github.com/ssbc/patchbay.git,ssbc,patchbay
chainer/chainer,https://github.com/chainer/chainer.git,chainer,chainer
dudok/dudok.github.io,https://github.com/dudok/dudok.github.io.git,dudok,dudok.github.io
sorrel/minimal-mistakes,https://github.com/sorrel/minimal-mistakes.git,sorrel,minimal-mistakes
hvy/chainer,https://github.com/hvy/chainer.git,hvy,chainer
raymondnijssen/QGIS,https://github.com/raymondnijssen/QGIS.git,raymondnijssen,QGIS
MysteriumNetwork/node,https://github.com/MysteriumNetwork/node.git,MysteriumNetwork,node
Khaledgarbaya/gatsby,https://github.com/Khaledgarbaya/gatsby.git,Khaledgarbaya,gatsby
dsworkshop/WDS2018,https://github.com/dsworkshop/WDS2018.git,dsworkshop,WDS2018
ilovezfs/brew,https://github.com/ilovezfs/brew.git,ilovezfs,brew
spike-lab/spike-lab.github.io,https://github.com/spike-lab/spike-lab.github.io.git,spike-lab,spike-lab.github.io
gangodu/homebrew-core,https://github.com/gangodu/homebrew-core.git,gangodu,homebrew-core
exercism/xperl5,https://github.com/exercism/xperl5.git,exercism,xperl5
cdlewis/react-native,https://github.com/cdlewis/react-native.git,cdlewis,react-native
nnadeau/pybotics,https://github.com/nnadeau/pybotics.git,nnadeau,pybotics
node-serialport/node-serialport,https://github.com/node-serialport/node-serialport.git,node-serialport,node-serialport
tomarch/librenms,https://github.com/tomarch/librenms.git,tomarch,librenms
checkr/codeflow,https://github.com/checkr/codeflow.git,checkr,codeflow
bilson/betaflight-configurator,https://github.com/bilson/betaflight-configurator.git,bilson,betaflight-configurator
PowerShell/xCredSSP,https://github.com/PowerShell/xCredSSP.git,PowerShell,xCredSSP
ssbc/secure-scuttlebutt,https://github.com/ssbc/secure-scuttlebutt.git,ssbc,secure-scuttlebutt
nwautomator/librenms,https://github.com/nwautomator/librenms.git,nwautomator,librenms
rodrigc/buildbot,https://github.com/rodrigc/buildbot.git,rodrigc,buildbot
wolfthefallen/king-phisher,https://github.com/wolfthefallen/king-phisher.git,wolfthefallen,king-phisher
FabioRosado/opsdroid,https://github.com/FabioRosado/opsdroid.git,FabioRosado,opsdroid
ghtmtt/QGIS,https://github.com/ghtmtt/QGIS.git,ghtmtt,QGIS
kura/hauntr,https://github.com/kura/hauntr.git,kura,hauntr
ZoneMinder/ZoneMinder,https://github.com/ZoneMinder/ZoneMinder.git,ZoneMinder,ZoneMinder
ngpestelos/rails,https://github.com/ngpestelos/rails.git,ngpestelos,rails
knithinc/azure-quickstart-templates,https://github.com/knithinc/azure-quickstart-templates.git,knithinc,azure-quickstart-templates
Mozan/Sylius,https://github.com/Mozan/Sylius.git,Mozan,Sylius
tduehr/cas,https://github.com/tduehr/cas.git,tduehr,cas
WoLpH/numpy-stl,https://github.com/WoLpH/numpy-stl.git,WoLpH,numpy-stl
raphael/goa,https://github.com/raphael/goa.git,raphael,goa
KevinKelley/KevinKelley.github.io,https://github.com/KevinKelley/KevinKelley.github.io.git,KevinKelley,KevinKelley.github.io
apache/incubator-airflow,https://github.com/apache/incubator-airflow.git,apache,incubator-airflow
pathawks/jekyll-commonmark,https://github.com/pathawks/jekyll-commonmark.git,pathawks,jekyll-commonmark
aren55555/homebrew-core,https://github.com/aren55555/homebrew-core.git,aren55555,homebrew-core
lem9/weblate,https://github.com/lem9/weblate.git,lem9,weblate
lchrusciel/Sylius,https://github.com/lchrusciel/Sylius.git,lchrusciel,Sylius
